gene_id           , D1_Teff_Resting_MED12_KO, D2_Teff_Resting_MED12_KO, D1_Teff_Resting_AAVS1_1_KO, D2_Teff_Resting_AAVS1_1_KO, gene_symbol
ENSG00000003756.17,     126.52723739514114  ,     90.6620752398433    ,      107.09780045353513   ,       105.66018724114262  , RBM5
ENSG00000004059.11,     102.27985740652525  ,     74.66288549163566   ,      118.37125313285462   ,        82.80308551142605  , ARF5
ENSG00000004139.14,       6.612921815077064 ,      9.025183960527388  ,        8.92481670446126   ,        12.0754499704163   , SARM1
ENSG00000004142.12,      11.903259267138715 ,     15.999189748207641  ,       17.37990621395088   ,        14.231780322276352 , POLDIP2
ENSG00000004455.18,      52.001371985039995 ,     81.6368912793159    ,       51.20026425190934   ,        66.41497483728966  , AK2
ENSG00000004468.13,     136.66705084492597  ,    205.11781728471334   ,       86.42980387478273   ,       161.293510319132    , CD38
ENSG00000004478.8 ,       3.5268916347077672,      4.512591980263694  ,        2.818363169829872  ,         5.175192844464128 , FKBP4
ENSG00000004487.18,      15.871012356184952 ,     27.07555188158216   ,       20.667996578752394  ,        19.838239237112493 , KDM1A
ENSG00000004534.15,      39.23711029757825  ,     39.38262091866496   ,       39.45755410481318   ,        36.65761598162091  , RBM6
ENSG00000004700.16,     149.45203302074162  ,    174.35014469200635   ,      152.19161117081308   ,       171.21262993768823  , RECQL
ENSG00000004766.17,      22.483934171262014 ,     18.870839190193628  ,       18.78908779886581   ,        26.30723029269265  , VPS50
ENSG00000004779.10,     118.1508697627102   ,    162.8635469240624    ,      128.70525142223082   ,       173.36896028954828  , NDUFAB1
ENSG00000004864.14,      11.903259267138715 ,     13.53777594079108   ,        7.04590792457468   ,        11.212917829672278 , SLC25A13
ENSG00000004897.12,     116.79037131462168  ,    129.2242248893694    ,      122.59879788759943   ,       126.79222468937114  , CDC27
ENSG00000004961.15,      36.59150071009309  ,     31.17790822727643   ,       24.895541333497203  ,        35.795083840876885 , HCCS
ENSG00000004975.12,       7.935506178092476 ,      7.794477056819107  ,        2.3486359748582264 ,         7.762789266696192 , DVL2
ENSG00000005007.14,      41.44097670781626  ,     43.895212898928655  ,       44.15435632733466   ,        42.69534096682906  , UPF1
ENSG00000005020.13,      46.290452705539444 ,     18.870839190193628  ,       38.04790279270327   ,         5.175192844464128 , SKAP2
ENSG00000005022.6 ,     155.62409338148024  ,    201.4256965735885    ,      232.0452343159928    ,       227.70848515642163  , SLC25A5
ENSG00000005059.16,     197.94679299797343  ,    195.27216205504712   ,      237.2122334606809    ,       243.23406368981404  , MCUB
ENSG00000005075.16,      22.62060122210694  ,     17.3455831008645    ,       22.870547395974437  ,        18.303363292658506 , POLR2J
ENSG00000005100.13,      18.957042536554248 ,     18.870839190193628  ,       21.13772377372404   ,        22.857101729716565 , DHX33
ENSG00000005102.14,       6.612921815077064 ,      6.9740057876802535 ,        0.9394543899432907 ,         1.293798211116032 , MEOX1
ENSG00000005156.12,      25.569964351631313 ,     20.511781728471334  ,       21.13772377372404   ,        17.681908885252437 , LIG3
ENSG00000005175.10,     123.88206866911032  ,    162.4529010538584    ,      115.0831627680531    ,       144.47456484069394  , RPAP3
ENSG00000005187.12,       2.645168726030825 ,      3.6921207111248404 ,        5.1669991446880985 ,         4.743926774092118 , ACSM3
ENSG00000005189.20,       8.817229086769418 ,     12.307069037082801  ,        2.818363169829872  ,         3.881394633348096 , REXO5
ENSG00000005194.15,       3.967753089046238 ,      7.384241422249681  ,       10.333998289376197  ,        10.781651759300267 , CIAPIN1
ENSG00000005206.17,       8.376367632430947 ,      4.102356345694267  ,        4.697271949716453  ,        12.93798211116032  , SPPL2B
ENSG00000005302.19,     145.48427993169543  ,    115.27621331400887   ,      170.5105020475123    ,       152.23692284131977  , MSL3
ENSG00000005339.15,     130.05412902984892  ,     90.6620752398433    ,      114.1437083781098    ,       100.9162604670505   , CREBBP
ENSG00000005379.17,       8.817229086769418 ,      6.9740057876802535 ,       15.500997434064296  ,         6.900257125952171 , TSPOAP1
ENSG00000005436.14,       7.494644723754005 ,     12.717304671652228  ,       19.258814993837458  ,        13.800514251904342 , GCFC2
ENSG00000005448.17,      24.2473799886159   ,     41.844034726081524  ,       23.486359748582267  ,        25.87596422232064  , WDR54
ENSG00000005469.12,      15.871012356184952 ,     10.665716263170525  ,       19.728542188809104  ,        15.956844603764395 , CROT
ENSG00000005483.23,     524.184269208442    ,    565.3042942010353    ,      544.4138189721369    ,       554.6081664984057   , KMT2E
ENSG00000005486.17,       4.84947599772318  ,      3.6921207111248404 ,        8.455089509489616  ,         6.900257125952171 , RHBDD2
ENSG00000005700.15,     200.59196172400425  ,    250.6539727219197    ,      259.2894116243482    ,       288.08573500850315  , IBTK
ENSG00000005801.18,      25.569964351631313 ,     16.819661017346494  ,       23.95608694355391   ,        22.857101729716565 , ZNF195
ENSG00000005810.20,     300.66751185883714  ,    286.7547085640293    ,      306.26213112151277   ,       308.35524031598766  , MYCBP2
ENSG00000005812.11,     113.74225521932549  ,     75.07312112620508   ,      104.7491644786769    ,        84.52814979291409  , FBXL3
ENSG00000005844.19,     114.18311667366396  ,     71.38100041508025   ,      117.43179874291133   ,        96.6035997633304   , ITGAL
ENSG00000005882.12,       5.29033745206165  ,      2.0511781728471337 ,        8.92481670446126   ,         5.175192844464128 , PDK2
ENSG00000005889.16,     124.76379157778726  ,     78.97938483857517   ,       83.14171350998122   ,        72.69032742727278  , ZFX
ENSG00000005893.17,     203.2327218354917   ,    221.93747830205984   ,      132.93279617697561   ,       115.14804078932686  , LAMP2
ENSG00000006007.12,      43.64528397950862  ,     51.279454321178335  ,       52.13971864185263   ,        51.75192844464128  , GDE1
ENSG00000006015.18,      10.5806749041233   ,      4.512591980263694  ,       11.743179874291133  ,        19.838239237112493 , REX1BD
ENSG00000006062.18,       2.2043072716923544,      6.563770153110827  ,        6.106453534631389  ,         3.4501285629760856, MAP3K14
ENSG00000006125.18,      60.39801924437051  ,     73.02194295335795   ,       78.44444156026476   ,        70.72763554100975  , AP2B1
ENSG00000006194.11,      19.83876544523119  ,     16.819661017346494  ,       14.12610593438229   ,        18.97570709636847  , ZNF263
ENSG00000006451.8 ,      88.59860389403948  ,    111.58409260288406   ,       86.41900014929838   ,        86.25321407440214  , RALA
ENSG00000006459.11,      72.30127851150922  ,     70.15029351137197   ,       72.80771522060502   ,        81.94055337068203  , KDM7A
ENSG00000006530.18,      27.774271623323667 ,     28.306258785290442  ,       18.319360603894168  ,        19.838239237112493 , AGK
ENSG00000006576.17,     153.41978610978788  ,    138.6596444844662    ,      129.6447058121741    ,       110.40454528130512  , PHTF2
ENSG00000006625.18,      39.34291704661948  ,     62.33284325901697   ,       58.21235181844606   ,        58.212294178814005 , GGCT
ENSG00000006634.8 ,      76.26903160055546  ,     93.95011385091725   ,      103.39306206679376   ,        82.94152192001546  , DBF4
ENSG00000006652.15,      22.043072716923543 ,     15.178718479068788  ,       19.258814993837458  ,        13.369248181532331 , IFRD1
ENSG00000006695.12,      10.13981344978483  ,      4.92282761483312   ,       13.15236145920607   ,         9.056587477812224 , COX10
ENSG00000006712.15,      18.516181082215777 ,     15.178718479068788  ,       12.682634264234423  ,        21.994569588972546 , PAF1
ENSG00000006715.16,      53.78509742929345  ,     56.612517570580884  ,       43.21490193739137   ,        47.870533811293186 , VPS41
ENSG00000006744.19,      23.80651853427743  ,     20.10154609390191   ,       28.18363169829872   ,        33.207487418644824 , ELAC2
ENSG00000006756.16,      11.903259267138715 ,     16.40942538277707   ,        2.818363169829872  ,         4.312660703720107 , ARSD
ENSG00000006757.12,       7.494644723754005 ,      4.102356345694267  ,        6.106453534631389  ,         3.018862492604075 , PNPLA4
ENSG00000006831.10,      60.39801924437051  ,     66.45817280024713   ,       74.21689680551997   ,        56.06458914836139  , ADIPOR2
ENSG00000007047.16,       6.612921815077064 ,     10.255890864235667  ,       15.500997434064296  ,         7.762789266696192 , MARK4
ENSG00000007129.18,       2.645168726030825 ,      5.333063249402547  ,        2.3486359748582264 ,         5.606458914836139 , CEACAM21
ENSG00000007168.15,     177.66716609840378  ,    157.53048367465985   ,      177.55687969928192   ,       191.48170397910238  , PAFAH1B1
ENSG00000007202.16,      25.129102897292842 ,     22.562959901318468  ,       23.01663255361062   ,        22.857101729716565 , BLTP2
ENSG00000007255.10,      40.55925379913932  ,     44.30544853349808   ,       50.73053705693769   ,        43.98913917794509  , TRAPPC6A
ENSG00000007312.14,       3.5268916347077672,      5.743298883971974  ,        1.8789087798865813 ,         5.606458914836139 , CD79B
ENSG00000007376.8 ,       1.7634458173538836,      0.4102356345694267 ,        4.697271949716453  ,         6.03772498520815  , RPUSD1
ENSG00000007392.17,      38.79580798178544  ,     68.09911533852484   ,       47.44244669213618   ,        90.99714084849425  , LUC7L
ENSG00000007520.4 ,      22.924795625600485 ,     16.40942538277707   ,       23.01663255361062   ,        31.48242313715678  , TSR3
ENSG00000007545.16,      26.451687260308255 ,     20.903556759485138  ,       16.910179018979232  ,        16.388110674136406 , CRAMP1
ENSG00000007923.17,       3.5268916347077672,      5.333063249402547  ,        7.98536231451797   ,         5.175192844464128 , DNAJC11
ENSG00000007944.16,      49.37648288590874  ,     47.17709797548407   ,       39.45708437761821   ,        42.69534096682906  , MYLIP
ENSG00000007968.7 ,       6.612921815077064 ,     17.229896651915922  ,       19.258814993837458  ,        21.132037448228523 , E2F2
ENSG00000008018.9 ,     102.72071886086371  ,    135.78799504248025   ,      113.67398118313817   ,       135.41754609681135  , PSMB1
ENSG00000008083.14,     106.24761049557148  ,    129.63446052393883   ,       89.24816704461261   ,       119.89196756341897  , JARID2
ENSG00000008128.23,      26.109137910287263 ,     19.38363373340541   ,       49.83335811454185   ,        38.67982258559527  , CDK11A
ENSG00000008130.15,       1.0607126591383609,      5.590691227912147  ,        2.349105702053198  ,         4.881931916611161 , NADK
ENSG00000008282.10,      65.68835669643217  ,    109.12267879546751   ,       34.75981242790176   ,        57.78965342984943  , SYPL1
ENSG00000008283.16,      28.215133077662138 ,     10.666126498805093  ,       31.94144925807188   ,        21.132037448228523 , CYB561
ENSG00000008294.22,     123.88206866911032  ,    116.91715585228661   ,      102.40052850381868   ,        85.39068193365812  , SPAG9
ENSG00000008311.16,      13.666705084492598 ,      3.2818850765554135 ,        8.92481670446126   ,         3.4501285629760856, AASS
ENSG00000008324.12,      37.47322361877003  ,     43.48497726435923   ,       53.548900226767564  ,        56.06458914836139  , SS18L2
ENSG00000008405.12,      13.225843630154127 ,     18.050367921054775  ,       21.607450968695684  ,        28.463560644552704 , CRY1
ENSG00000008513.17,      75.82817014621699  ,     77.53453493362164   ,       92.06653021444248   ,        85.82194800403012  , ST3GAL1
ENSG00000008516.19,       8.376367632430947 ,      5.333063249402547  ,        9.864271094404552  ,         3.4501285629760856, MMP25
ENSG00000008517.19,     188.6887024568655   ,    205.9382885538522    ,      365.9179546101067    ,       308.3552403159877   , IL32
ENSG00000008838.21,      69.6561097854784   ,     73.02194295335795   ,       94.4151661893007    ,        79.78422301882198  , MED24
ENSG00000008869.12,      32.18288616670838  ,     19.281074824763056  ,       29.592813283213655  ,        26.30723029269265  , HEATR5B
ENSG00000008952.17,     185.16181082215778  ,    157.12024804009042   ,      166.75315421493409   ,       159.13717996727195  , SEC62
ENSG00000008988.11,     862.2800368177066   ,    873.2468528193065    ,     1144.4292460130675    ,      1149.6785782512543   , RPS20
ENSG00000009307.17,     689.9481760397069   ,    765.9103399767542    ,      696.60543014295      ,       677.0877304840568   , CSDE1
ENSG00000009335.19,      62.16146506172439  ,     66.0479371656777    ,       57.30671778654073   ,        73.31523196324181  , UBE3C
ENSG00000009413.17,     165.76390683126505  ,    138.6596444844662    ,      155.00997434064294   ,       112.56044436709479  , REV3L
ENSG00000009694.14,      18.957042536554248 ,      5.743298883971974  ,       25.365268528468846  ,        29.326092785296726 , TENM1
ENSG00000009780.16,      15.871012356184952 ,     16.409835618411638  ,       13.622088654177714  ,        10.350385688928256 , FAM76A
ENSG00000009790.15,     409.5598502189851   ,    442.6438394647768    ,      443.4224720532332    ,       506.30636661674055  , TRAF3IP3
ENSG00000009844.16,      44.52700688818556  ,     54.15110376316432   ,       45.093810717277954  ,        60.3772498520815   , VTA1
ENSG00000009954.11,     269.36634860080574  ,    257.2177428750305    ,      269.15368271875275   ,       240.21520119720995  , BAZ1B
ENSG00000010017.13,      49.81734434024721  ,     54.561339397733754  ,       44.15435632733466   ,        35.36381777050487  , RANBP9
ENSG00000010072.16,      18.516181082215777 ,     12.717304671652228  ,       12.682634264234423  ,        11.212917829672278 , SPRTN
ENSG00000010165.20,      17.193596719200364 ,     18.4606035556242    ,       17.37990621395088   ,        21.132037448228523 , METTL13
ENSG00000010219.14,      10.13981344978483  ,     14.358247209929933  ,       14.09181584914936   ,         8.625321407440214 , DYRK4
ENSG00000010244.19,     278.4547074819933   ,    258.0780070007226    ,      254.19193210451593   ,       256.0849300547592   , ZNF207
ENSG00000010256.12,      11.462397812800242 ,     10.666126498805093  ,        6.106453534631389  ,        12.0754499704163   , UQCRC1
ENSG00000010270.14,       7.935506178092476 ,      9.84565522966624   ,        3.7578175597731627 ,         9.487853548184235 , STARD3NL
ENSG00000010292.13,      77.1507545092324   ,     86.14948325957961   ,       82.67198631500958   ,        66.41497483728965  , NCAPD2
ENSG00000010295.20,      18.957042536554248 ,     14.768482844499362  ,       19.258814993837458  ,        23.288367800088576 , IFFO1
ENSG00000010322.16,      13.666705084492598 ,     15.588954113638215  ,       15.97072462903594   ,        12.93798211116032  , NISCH
ENSG00000010404.18,     236.3017395254204   ,    205.9382885538522    ,      193.99733152328952   ,       158.2746478265279   , IDS
ENSG00000010539.12,      20.72048835390813  ,     21.332252997610187  ,       26.30472291841214   ,        15.525578533392384 , ZNF200
ENSG00000010610.10,      30.860301803692963 ,     22.562959901318468  ,       29.123086088242008  ,        24.1508999408326   , CD4
ENSG00000010810.18,     175.46285882671143  ,    135.37775940791082   ,      127.29606983731588   ,       130.67361932271925  , FYN
ENSG00000010818.11,     167.52735264861894  ,    169.42731707717323   ,      153.13106556075638   ,       160.430978178388    , HIVEP2
ENSG00000011007.13,      22.483934171262014 ,     22.562959901318468  ,       31.00199486812859   ,        35.36381777050487  , ELOA
ENSG00000011009.12,      17.634458173538835 ,     15.999189748207641  ,       21.607450968695684  ,        25.01343208157662  , LYPLA2
ENSG00000011114.15,      70.97869414849382  ,     56.612517570580884  ,       69.05130684241678   ,        70.29636947063774  , BTBD7
ENSG00000011132.12,       5.731198906400121 ,      6.9740057876802535 ,        8.92481670446126   ,         7.762789266696192 , APBA3
ENSG00000011143.19,       7.0537832694155345,      5.743298883971974  ,        1.409181584914936  ,         6.03772498520815  , MKS1
ENSG00000011198.10,      25.569964351631313 ,     25.844844977873883  ,       27.24417730835543   ,        27.601028503808685 , ABHD5
ENSG00000011243.19,       7.0537832694155345,      4.512591980263694  ,        5.636726339659744  ,         3.018862492604075 , AKAP8L
ENSG00000011258.16,      25.569964351631313 ,     23.38343117045732   ,       24.425814138525556  ,        17.25064281488043  , MBTD1
ENSG00000011260.14,      49.37648288590874  ,     51.279454321178335  ,       63.413171321172115  ,        58.22091950022144  , UTP18
ENSG00000011275.19,      76.70989305489394  ,     61.12510955084458   ,       61.534262541285536  ,        84.95812206507499  , RNF216
ENSG00000011295.16,     100.0755501348329   ,     88.61089706699616   ,      101.93080130884704   ,        82.37181944105404  , TTC19
ENSG00000011304.22,      82.44109196129406  ,     78.76524183732992   ,       75.6260783904349    ,       118.59816935230293  , PTBP1
ENSG00000011376.12,      17.634458173538835 ,     13.127540306221654  ,        9.394543899432906  ,        11.644183900044288 , LARS2
ENSG00000011405.14,      58.19371197267816  ,     47.99756924462292   ,       50.26080986196605   ,        33.207487418644824 , PIK3C2A
ENSG00000011422.12,       1.7634458173538836,      7.384241422249681  ,        3.2880903648015174 ,         4.743926774092118 , PLAUR
ENSG00000011426.11,      45.4087297968625   ,     70.56052914594139   ,       44.15435632733466   ,        47.00800167054916  , ANLN
ENSG00000011451.21,      11.462397812800242 ,      5.333063249402547  ,       15.500997434064296  ,        15.094312463020374 , WIZ
ENSG00000011454.18,      70.53783269415534  ,     76.30382802991336   ,       51.20026425190934   ,        63.39611234468557  , RABGAP1
ENSG00000011485.15,       6.172060360738593 ,      4.102356345694267  ,        7.04590792457468   ,         1.7250642814880428, PPP5C
ENSG00000011523.15,      70.09697123981687  ,     66.0479371656777    ,       46.03373483441621   ,        39.245212403852975 , CEP68
ENSG00000011566.15,      14.98928944750801  ,     14.768482844499362  ,       12.212907069262778  ,         6.03772498520815  , MAP4K3
ENSG00000011638.11,       7.0537832694155345,      5.743298883971974  ,        1.8789087798865813 ,         4.312660703720107 , LDAF1
ENSG00000012048.26,      54.22595888363192  ,     85.73924762501018   ,       79.38389595020806   ,        71.59016768175377  , BRCA1
ENSG00000012061.17,      18.957042536554248 ,     12.717304671652228  ,       16.910179018979232  ,        10.781651759300267 , ERCC1
ENSG00000012174.12,      13.225843630154127 ,      9.025183960527388  ,       11.743179874291133  ,        12.93798211116032  , MBTPS2
ENSG00000012211.13,       6.172060360738593 ,      8.204712691388535  ,        8.92481670446126   ,        10.350385688928256 , PRICKLE3
ENSG00000012232.10,       6.172060360738593 ,      2.871649441985987  ,        6.576180729603035  ,         5.175192844464128 , EXTL3
ENSG00000012660.14,     167.52735264861894  ,    200.60522530444965   ,      169.57151738476395   ,       197.08859416000888  , ELOVL5
ENSG00000012817.16,       0                 ,      9.025183960527388  ,        0                  ,        13.369248181532331 , KDM5D
ENSG00000012822.16,       8.817229086769418 ,      3.6921207111248404 ,        6.106453534631389  ,        10.350385688928256 , CALCOCO1
ENSG00000012963.15,      37.914085073108495 ,     49.63851178290063   ,       42.74517474241972   ,        47.00800167054916  , UBR7
ENSG00000012983.12,      68.77438687680146  ,     77.94477056819107   ,       53.07917303179592   ,        46.14546952980514  , MAP4K5
ENSG00000013275.8 ,      23.365657079938956 ,     19.281074824763056  ,       26.30472291841214   ,        30.61989099641276  , PSMC4
ENSG00000013288.9 ,      34.38719343840073  ,     19.69131045933248   ,       45.56353791224959   ,        28.032294574180696 , MAN2B2
ENSG00000013306.16,      10.13981344978483  ,      7.384241422249681  ,        9.394543899432906  ,        10.781651759300267 , SLC25A39
ENSG00000013364.19,      25.569964351631313 ,     20.10154609390191   ,       17.37990621395088   ,        15.525578533392384 , MVP
ENSG00000013374.17,     171.0542442833267   ,    150.96671352154902   ,      174.73851652945206   ,       180.70048348587247  , NUB1
ENSG00000013375.17,      25.569964351631313 ,     23.79366680502675   ,       20.198269383780747  ,        19.838239237112493 , PGM3
ENSG00000013392.8 ,       6.172060360738593 ,      4.512591980263694  ,        6.106453534631389  ,         3.4501285629760856, RWDD2A
ENSG00000013441.17,     209.85005226511214  ,    226.86030591689297   ,      233.45441590090775   ,       263.9348350676705   , CLK1
ENSG00000013503.10,       7.494644723754005 ,      6.563770153110827  ,       15.500997434064296  ,         9.919119618556246 , POLR3B
ENSG00000013523.12,       7.0537832694155345,      5.743298883971974  ,        5.636726339659744  ,         7.762789266696192 , ANGEL1
ENSG00000013561.18,      30.860301803692963 ,     34.459793303831844  ,       26.30472291841214   ,        25.44469815194863  , RNF14
ENSG00000013563.14,       4.84947599772318  ,      2.871649441985987  ,        6.106453534631389  ,         5.606458914836139 , DNASE1L1
ENSG00000013583.10,      14.107566538831069 ,     15.178718479068788  ,       12.682634264234423  ,         9.919119618556246 , HEBP1
ENSG00000013725.14,      73.18300142018617  ,     54.97157503230318   ,       95.354620579244     ,       117.73563721155892  , CD6
ENSG00000013810.21,      70.97869414849382  ,     76.7140636644828    ,       55.42780900665415   ,        90.56587477812225  , TACC3
ENSG00000014123.10,      89.05401377637112  ,     68.09911533852483   ,       95.82434777421564   ,        66.84624090766165  , UFL1
ENSG00000014138.10,       3.5268916347077672,      6.563770153110827  ,        4.227544754744808  ,         8.194055337068203 , POLA2
ENSG00000014216.16,      40.11839234480085  ,     43.48497726435923   ,       45.093810717277954  ,        36.226349911248896 , CAPN1
ENSG00000014641.21,     141.51652684264914  ,    194.04145515133882   ,      165.34397263001915   ,       160.86224424876     , MDH1
ENSG00000014824.14,      69.21524833113993  ,     68.50935097309426   ,       54.01862742173921   ,        51.32066237426927  , SLC30A9
ENSG00000014919.13,      29.53771744067755  ,     27.48578751615159   ,       18.319360603894168  ,        25.87596422232064  , COX15
ENSG00000015133.20,      92.58090541107889  ,     61.535345185414     ,      101.46107411387538   ,        69.86510340026572  , CCDC88C
ENSG00000015153.15,      47.17261647567072  ,     36.9212071112484    ,       46.97224976996956   ,        41.832808826085035 , YAF2
ENSG00000015171.21,     134.02188211889518  ,     98.86637769559727   ,      102.86978597159535   ,        94.44683814539997  , ZMYND11
ENSG00000015285.12,     140.63480393397222  ,    117.32739148685603   ,      125.88688825240095   ,       141.0240050116475   , WAS
ENSG00000015475.19,      14.98928944750801  ,     16.40942538277707   ,       10.333998289376197  ,        14.231780322276352 , BID
ENSG00000015479.20,     218.7457546907538   ,    237.49279309366335   ,      187.98952069960217   ,       207.11251143366553  , MATR3
ENSG00000015532.10,      11.462397812800242 ,     10.666126498805093  ,       14.09181584914936   ,        10.350385688928256 , XYLT2
ENSG00000015676.18,      20.72048835390813  ,     18.050367921054775  ,       12.682634264234423  ,        22.425835659344557 , NUDCD3
ENSG00000016864.19,      17.193596719200364 ,     14.768482844499362  ,       16.910179018979232  ,        15.525578533392384 , GLT8D1
ENSG00000017260.20,      34.8280548927392   ,     37.741678380387256  ,       19.728542188809104  ,        26.738065096994287 , ATP2C1
ENSG00000017427.17,      14.54842799316954  ,     13.127540306221654  ,        0.9394543899432907 ,         0.4312660703720107, IGF1
ENSG00000017483.16,       0.8817229086769418,      1.23070690370828   ,        5.1669991446880985 ,         5.175192844464128 , SLC38A5
ENSG00000017797.13,     171.9333220232776   ,    173.5296734228675    ,      177.55687969928192   ,       162.5679015570813   , RALBP1
ENSG00000018189.13,      70.97869414849382  ,     73.43217858792738   ,       21.607450968695684  ,        18.113174955624448 , RUFY3
ENSG00000018510.18,      42.76356107083168  ,     33.63932203469299   ,       48.85162827705111   ,        43.12660703720107  , AGPS
ENSG00000018610.15,      22.483934171262014 ,     21.332252997610187  ,       24.895541333497203  ,        21.563303518600534 , STEEP1
ENSG00000018699.13,       6.172060360738593 ,      5.333063249402547  ,        8.92481670446126   ,         6.03772498520815  , TTC27
ENSG00000019582.17,     290.0868369547139   ,    263.3712773935719    ,      148.90352080601156   ,       144.04286750425157  , CD74
ENSG00000019995.6 ,      39.23666943612391  ,     34.87002893840127   ,       39.45708437761821   ,        31.91368920752879  , ZRANB1
ENSG00000020256.20,       6.612921815077064 ,      6.1535345185414005 ,        5.636726339659744  ,         9.487853548184235 , ZFP64
ENSG00000020426.11,      52.90337452061651  ,     59.07393137799745   ,       48.85162827705111   ,        50.88939630389726  , MNAT1
ENSG00000020577.14,       4.408614543384709 ,      8.614948325957961  ,        0                  ,         0                 , SAMD4A
ENSG00000020633.19,     175.90372028104989  ,    179.27297230683948   ,      212.78641932215533   ,       191.91340131554475  , RUNX3
ENSG00000020922.13,     111.53794794763314  ,    136.6068253690808    ,      113.20425398816653   ,       109.54158187449072  , MRE11
ENSG00000021355.13,     113.74225521932549  ,    125.942339812814     ,       89.24816704461261   ,       123.34209612639505  , SERPINB1
ENSG00000021574.15,      39.67753089046238  ,     31.588143861845854  ,       52.13971864185263   ,        51.75192844464128  , SPAST
ENSG00000021776.11,      96.10779704578665  ,     90.25183960527387   ,      117.43179874291133   ,       104.7976551003986   , AQR
ENSG00000022267.19,       8.817229086769418 ,      9.025183960527388  ,        3.2880903648015174 ,         0.8625321407440214, FHL1
ENSG00000022277.13,      85.96798359600183  ,     92.71325341269043   ,       79.85362314517971   ,        76.7653605262179   , RTF2
ENSG00000022556.16,       0.8817229086769418,     11.486597767943948  ,        0.46972719497164533,         6.46899105558016  , NLRP2
ENSG00000022840.17,      70.53783269415534  ,     62.76605208912228   ,       62.47371693122883   ,        71.59016768175377  , RNF10
ENSG00000022976.16,      21.1613498082466   ,     16.819661017346494  ,       24.425814138525556  ,        15.094312463020374 , ZNF839
ENSG00000023041.12,      36.15063925575462  ,     36.510971476678975  ,       45.56353791224959   ,        39.67690974029536  , ZDHHC6
ENSG00000023171.20,      22.043072716923543 ,     29.126730054429295  ,       13.15236145920607   ,        22.425835659344557 , GRAMD1B
ENSG00000023191.17,      13.666705084492598 ,     12.307069037082801  ,       12.682634264234423  ,        13.800514251904342 , RNH1
ENSG00000023228.15,      96.54865850012513  ,     87.38019016328789   ,       86.42980387478273   ,        88.40954442626219  , NDUFS1
ENSG00000023287.13,     221.75331153225085  ,    205.11781728471334   ,      220.7717816366733    ,       169.05629958582819  , RB1CC1
ENSG00000023318.9 ,      55.548543246647334 ,     63.17628772369171   ,       53.548900226767564  ,        47.870533811293186 , ERP44
