ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0007599,hemostasis,11/163,124/10799,2.5701220958811065e-6,6.373902797785144e-4,5.00497460776847e-4,PLAUR/HSPB1/F5/TSPAN18/FCER1G/PLAU/F12/PDGFA/GP5/VAV3/SRC,11
GO:0035914,skeletal muscle cell differentiation,7/163,43/10799,3.2016752282334043e-6,6.928167101094497e-4,5.440199124373864e-4,EGR1/FOS/EGR2/ASB2/NR4A1/EOMES/MAFF,7
GO:0050865,regulation of cell activation,21/163,445/10799,3.3015459059467914e-6,6.928167101094497e-4,5.440199124373864e-4,CCR2/STAP1/ITGAM/CD300A/SOX4/KLRD1/EGR3/IGF2/CD70/ZNF683/IL13/FCER1G/TNFSF9/KLRC2/DLG5/ADORA2B/IL21/PDGFA/GP5/VAV3/SRC,21
GO:0002444,myeloid leukocyte mediated immunity,8/163,62/10799,3.8385854102622424e-6,7.479757856568141e-4,5.873324293145612e-4,CCR2/STAP1/ITGAM/CD300A/KIT/SPON2/IL13/ADORA2B,8
GO:0045055,regulated exocytosis,11/163,132/10799,4.741469571162426e-6,8.6231526600874e-4,6.771151282326693e-4,CCR2/ITGAM/CD300A/KIT/OTOF/IL13/TSPAN18/KLRC2/ADORA2B/CPLX1/PFN2,11
GO:0050878,regulation of body fluid levels,13/163,189/10799,5.446793686910617e-6,9.286783236182602e-4,7.292253390041517e-4,PLAUR/HSPB1/ADM/F5/TSPAN18/FCER1G/PLAU/F12/APLN/PDGFA/GP5/VAV3/SRC,13
GO:0050900,leukocyte migration,14/163,226/10799,7.91714953597865e-6,0.0011262077686581952,8.843312275117407e-4,CCR2/STAP1/CCR1/CD300A/ASB2/SMPD3/CXCL8/KIT/CCR6/DAPK2/CCL3L1/FCER1G/VAV3/SRC,14
GO:0061061,muscle structure development,19/163,396/10799,7.941935255271248e-6,0.0011262077686581952,8.843312275117407e-4,EGR1/FOS/PDGFRB/EGR2/ASB2/SOX4/EGR3/KIT/IGF2/ETV1/ADM/NR4A1/EOMES/CDH2/MAFF/SORT1/TNNT3/DOCK5/PDLIM1,19
GO:0035924,cellular response to vascular endothelial growth factor stimulus,6/163,33/10799,8.523430325287375e-6,0.0011262077686581952,8.843312275117407e-4,PDGFRB/NRP1/EGR3/HSPB1/NR4A1/PTP4A3,6
GO:0043300,regulation of leukocyte degranulation,6/163,33/10799,8.523430325287375e-6,0.0011262077686581952,8.843312275117407e-4,CCR2/ITGAM/CD300A/IL13/KLRC2/ADORA2B,6
GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,18/163,363/10799,8.929475147062665e-6,0.0011262077686581952,8.843312275117407e-4,CDK5R1/PDGFRB/STAP1/PLAUR/SMPD3/SHC4/NRP1/KIT/HSPB1/IGF2/SPRY4/FASLG/BCAR3/SORT1/PTP4A3/APLN/PDGFA/SRC,18
GO:0043299,leukocyte degranulation,7/163,50/10799,9.082320714985445e-6,0.0011262077686581952,8.843312275117407e-4,CCR2/ITGAM/CD300A/KIT/IL13/KLRC2/ADORA2B,7
GO:0099536,synaptic signaling,18/163,369/10799,1.1172537253647983e-5,0.0013251600707805085,0.001040554384950739,CDK5R1/CCR2/EGR2/NPTX1/PTPRN2/EGR3/KIT/PDE9A/OTOF/NR4A1/GABBR1/GAD1/CDH2/MPZ/AGRN/ADORA2B/CPLX1/PFN2,18
GO:0001944,vasculature development,19/163,408/10799,1.2139655897788148e-5,0.0013610904961999532,0.001068768004231712,EGR1/CCR2/PDGFRB/TNFRSF12A/EGR2/SOX4/CXCL8/NRP1/EGR3/KIT/HSPB1/ADM/FASLG/NR4A1/TSPAN18/CDH2/APLN/PDGFA/VAV3,19
GO:0006954,inflammatory response,21/163,485/10799,1.2473336658723911e-5,0.0013610904961999532,0.001068768004231712,CCR2/FOS/STAP1/CCR1/ITGAM/CXCL8/KIT/CCR6/ADM/NR4A1/IL13/TSPAN18/CCL3L1/ACKR2/AIM2/CD68/F12/ADORA2B/IL21/SRC/PIK3AP1,21
GO:0002699,positive regulation of immune effector process,12/163,175/10799,1.30666035117039e-5,0.0013709882453818553,0.001076540005923783,CCR2/STAP1/ITGAM/CD300A/KLRD1/KIT/SPON2/IL13/KLRC2/RSAD2/ADORA2B/IL21,12
GO:0007596,blood coagulation,10/163,121/10799,1.397522135771706e-5,0.0014120149579204496,0.0011087553786726793,PLAUR/HSPB1/F5/FCER1G/PLAU/F12/PDGFA/GP5/VAV3/SRC,10
GO:0050817,coagulation,10/163,122/10799,1.5027586312999835e-5,0.0014641162664951269,0.0011496668476298746,PLAUR/HSPB1/F5/FCER1G/PLAU/F12/PDGFA/GP5/VAV3/SRC,10
GO:0030217,T cell differentiation,14/163,242/10799,1.7218546491070462e-5,0.0015766460996798014,0.001238028558746873,EGR1/CCR2/SOX4/EGR3/KIT/CCR6/ZNF683/EOMES/FCER1G/TNFSF9/JAG2/RSAD2/IL21/RORC,14
GO:0050920,regulation of chemotaxis,10/163,124/10799,1.7338483500877582e-5,0.0015766460996798014,0.001238028558746873,CCR2/PDGFRB/STAP1/CCR1/CXCL8/NRP1/CCR6/HSPB1/DAPK2/SLIT1,10
GO:0097529,myeloid leukocyte migration,10/163,125/10799,1.860428289974429e-5,0.0016323327387244356,0.001281755333888033,CCR2/STAP1/CCR1/CD300A/CXCL8/KIT/DAPK2/CCL3L1/FCER1G/VAV3,10
GO:0001568,blood vessel development,18/163,384/10799,1.9147598108204523e-5,0.0016323327387244356,0.001281755333888033,EGR1/CCR2/PDGFRB/TNFRSF12A/EGR2/SOX4/CXCL8/NRP1/EGR3/HSPB1/ADM/FASLG/NR4A1/TSPAN18/CDH2/APLN/PDGFA/VAV3,18
GO:0002886,regulation of myeloid leukocyte mediated immunity,6/163,38/10799,1.996035327604834e-5,0.001644189642066111,0.001291065720637651,CCR2/STAP1/ITGAM/CD300A/IL13/ADORA2B,6
GO:0030595,leukocyte chemotaxis,10/163,127/10799,2.137585982538821e-5,0.001644189642066111,0.001291065720637651,CCR2/STAP1/CCR1/CXCL8/KIT/CCR6/DAPK2/CCL3L1/FCER1G/VAV3,10
GO:0042110,T cell activation,19/163,425/10799,2.1504999319224995e-5,0.001644189642066111,0.001291065720637651,EGR1/CCR2/CD300A/SOX4/EGR3/KIT/CCR6/IGF2/CD70/ZNF683/EOMES/FCER1G/TNFSF9/DLG5/JAG2/RSAD2/IL21/RORC/SRC,19
GO:0050921,positive regulation of chemotaxis,8/163,78/10799,2.1697517270667156e-5,0.001644189642066111,0.001291065720637651,CCR2/PDGFRB/CCR1/CXCL8/NRP1/CCR6/HSPB1/DAPK2,8
GO:1903131,mononuclear cell differentiation,17/163,354/10799,2.430836032457053e-5,0.0017922488369034703,0.0014073261240540834,EGR1/CCR2/FOS/SOX4/EGR3/KIT/CCR6/ZNF683/EOMES/FCER1G/TNFSF9/IRF8/JAG2/RSAD2/AICDA/IL21/RORC,17
GO:0050867,positive regulation of cell activation,15/163,285/10799,2.6124722849300472e-5,0.0018534942066937643,0.0014554177769029982,CCR2/STAP1/ITGAM/SOX4/EGR3/IGF2/CD70/IL13/TNFSF9/KLRC2/ADORA2B/IL21/GP5/VAV3/SRC,15
GO:0070098,chemokine-mediated signaling pathway,6/163,40/10799,2.7068924637264885e-5,0.0018534942066937643,0.0014554177769029982,CCR2/CCR1/CXCL8/CCR6/CCL3L1/ACKR2,6
GO:0030098,lymphocyte differentiation,16/163,321/10799,2.7177334408999475e-5,0.0018534942066937643,0.0014554177769029982,EGR1/CCR2/SOX4/EGR3/KIT/CCR6/ZNF683/EOMES/FCER1G/TNFSF9/IRF8/JAG2/RSAD2/AICDA/IL21/RORC,16
GO:0006887,exocytosis,13/163,222/10799,3.062087062162546e-5,0.0019867807472952847,0.0015600782608218493,CCR2/CCR1/ITGAM/CD300A/SMPD3/KIT/OTOF/IL13/TSPAN18/KLRC2/ADORA2B/CPLX1/PFN2,13
GO:0002275,myeloid cell activation involved in immune response,7/163,60/10799,3.094509828444298e-5,0.0019867807472952847,0.0015600782608218493,CCR2/ITGAM/CD300A/KIT/IL13/FCER1G/ADORA2B,7
GO:0014910,regulation of smooth muscle cell migration,6/163,41/10799,3.131655870003565e-5,0.0019867807472952847,0.0015600782608218493,PDGFRB/NRP1/PLAU/DOCK5/PDGFA/SRC,6
GO:0002521,leukocyte differentiation,19/163,440/10799,3.468330449280192e-5,0.002150364878553719,0.0016885292976758829,EGR1/CCR2/FOS/CCR1/SOX4/EGR3/KIT/CCR6/ZNF683/EOMES/FCER1G/TNFSF9/IRF8/JAG2/RSAD2/AICDA/IL21/RORC/SRC,19
GO:0048514,blood vessel morphogenesis,16/163,333/10799,4.239959404165194e-5,0.002570357612125033,0.002018319856719572,CCR2/PDGFRB/TNFRSF12A/SOX4/CXCL8/NRP1/EGR3/HSPB1/ADM/FASLG/NR4A1/TSPAN18/CDH2/APLN/PDGFA/VAV3,16
GO:0036230,granulocyte activation,5/163,27/10799,4.546203983570763e-5,0.0026960966233002264,0.0021170538001296347,CCR2/ITGAM/CD300A/CXCL8/FCER1G,5
GO:0002703,regulation of leukocyte mediated immunity,11/163,170/10799,5.165150096467936e-5,0.002974850770312138,0.0023359396965524004,CCR2/STAP1/ITGAM/CD300A/KLRD1/KIT/IL13/KLRC2/RSAD2/ADORA2B/IL21,11
GO:0060627,regulation of vesicle-mediated transport,16/163,339/10799,5.2522624059863095e-5,0.002974850770312138,0.0023359396965524004,CDK5R1/CCR2/STAP1/ITGAM/CD300A/SMPD3/NRP1/IL13/FCER1G/KLRC2/TAMALIN/ADORA2B/CPLX1/APLN/PFN2/SRC,16
GO:0014909,smooth muscle cell migration,6/163,45/10799,5.397154235841194e-5,0.002974850770312138,0.0023359396965524004,PDGFRB/NRP1/PLAU/DOCK5/PDGFA/SRC,6
GO:0009611,response to wounding,15/163,304/10799,5.4992713742167505e-5,0.002974850770312138,0.0023359396965524004,CCR2/CCR1/TNFRSF12A/PLAUR/NRP1/HSPB1/SCARF1/F5/FCER1G/PLAU/F12/PDGFA/GP5/VAV3/SRC,15
GO:0002694,regulation of leukocyte activation,18/163,418/10799,5.8549861951469135e-5,0.002974850770312138,0.0023359396965524004,CCR2/STAP1/ITGAM/CD300A/SOX4/KLRD1/EGR3/IGF2/CD70/ZNF683/IL13/TNFSF9/KLRC2/DLG5/ADORA2B/IL21/VAV3/SRC,18
GO:0030195,negative regulation of blood coagulation,4/163,15/10799,5.9976830046615686e-5,0.002974850770312138,0.0023359396965524004,PLAUR/PLAU/F12/PDGFA,4
GO:0035767,endothelial cell chemotaxis,4/163,15/10799,5.9976830046615686e-5,0.002974850770312138,0.0023359396965524004,NRP1/EGR3/HSPB1/NR4A1,4
GO:0071800,podosome assembly,4/163,15/10799,5.9976830046615686e-5,0.002974850770312138,0.0023359396965524004,FSCN1/ASB2/DOCK5/SRC,4
GO:1900047,negative regulation of hemostasis,4/163,15/10799,5.9976830046615686e-5,0.002974850770312138,0.0023359396965524004,PLAUR/PLAU/F12/PDGFA,4
GO:0017157,regulation of exocytosis,9/163,116/10799,6.256247039234122e-5,0.003047686057684051,0.0023931320911356087,CCR2/ITGAM/CD300A/SMPD3/IL13/KLRC2/ADORA2B/CPLX1/PFN2,9
GO:1990868,response to chemokine,6/163,47/10799,6.940068031218975e-5,0.0032069188708642982,0.0025181663459672974,CCR2/CCR1/CXCL8/CCR6/CCL3L1/ACKR2,6
GO:1990869,cellular response to chemokine,6/163,47/10799,6.940068031218975e-5,0.0032069188708642982,0.0025181663459672974,CCR2/CCR1/CXCL8/CCR6/CCL3L1/ACKR2,6
GO:0002274,myeloid leukocyte activation,10/163,146/10799,7.077888888871471e-5,0.0032069188708642982,0.0025181663459672974,CCR2/STAP1/ITGAM/CD300A/CXCL8/KIT/CD93/IL13/FCER1G/ADORA2B,10
GO:0007268,chemical synaptic transmission,16/163,348/10799,7.170896302152574e-5,0.0032069188708642982,0.0025181663459672974,CCR2/EGR2/NPTX1/PTPRN2/EGR3/KIT/PDE9A/OTOF/NR4A1/GABBR1/GAD1/CDH2/MPZ/ADORA2B/CPLX1/PFN2,16
GO:0098916,anterograde trans-synaptic signaling,16/163,348/10799,7.170896302152574e-5,0.0032069188708642982,0.0025181663459672974,CCR2/EGR2/NPTX1/PTPRN2/EGR3/KIT/PDE9A/OTOF/NR4A1/GABBR1/GAD1/CDH2/MPZ/ADORA2B/CPLX1/PFN2,16
GO:0006909,phagocytosis,10/163,147/10799,7.497171461052555e-5,0.0032902917011447927,0.002583633126960045,CCR2/STAP1/ITGAM/CD300A/CD93/SPON2/FCER1G/IRF8/VAV3/SRC,10
GO:0002696,positive regulation of leukocyte activation,14/163,277/10799,7.598547550297724e-5,0.0032902917011447927,0.002583633126960045,CCR2/STAP1/ITGAM/SOX4/EGR3/IGF2/CD70/IL13/TNFSF9/KLRC2/ADORA2B/IL21/VAV3/SRC,14
GO:0099537,trans-synaptic signaling,16/163,351/10799,7.935161311096783e-5,0.003382362508855004,0.0026559298138292687,CCR2/EGR2/NPTX1/PTPRN2/EGR3/KIT/PDE9A/OTOF/NR4A1/GABBR1/GAD1/CDH2/MPZ/ADORA2B/CPLX1/PFN2,16
GO:0007519,skeletal muscle tissue development,8/163,94/10799,8.399354501933856e-5,0.003525144474042394,0.0027680463824186876,EGR1/FOS/EGR2/ASB2/IGF2/NR4A1/EOMES/MAFF,8
GO:0032496,response to lipopolysaccharide,12/163,213/10799,9.04409605546516e-5,0.0037382263695922664,0.00293536450922992,FOS/STAP1/CXCL8/ADM/SPON2/FASLG/NR4A1/IL13/CD68/IRF8/AICDA/SRC,12
GO:0002697,regulation of immune effector process,13/163,247/10799,9.189200953104625e-5,0.0037415134626969278,0.0029379456307255165,CCR2/STAP1/ITGAM/CD300A/KLRD1/KIT/ZNF683/SPON2/IL13/KLRC2/RSAD2/ADORA2B/IL21,13
GO:0035239,tube morphogenesis,19/163,474/10799,9.429525195144635e-5,0.0037829036371109653,0.002970446404352838,CCR2/PDGFRB/TNFRSF12A/ASB2/SOX4/CXCL8/NRP1/EGR3/HSPB1/ADM/FASLG/NR4A1/TSPAN18/CDH2/DLG5/APLN/PDGFA/VAV3/SRC,19
GO:0006937,regulation of muscle contraction,7/163,72/10799,1.0143894658302061e-4,0.003924363122112179,0.0030815245228809555,KIT/STC1/NR4A1/MYL5/TNNT3/DOCK5/ADORA2B,7
GO:0043302,positive regulation of leukocyte degranulation,4/163,17/10799,1.0213701674118941e-4,0.003924363122112179,0.0030815245228809555,ITGAM/IL13/KLRC2/ADORA2B,4
GO:0050819,negative regulation of coagulation,4/163,17/10799,1.0213701674118941e-4,0.003924363122112179,0.0030815245228809555,PLAUR/PLAU/F12/PDGFA,4
GO:0060538,skeletal muscle organ development,8/163,98/10799,1.1284217438214172e-4,0.004275464607145591,0.003357219661807872,EGR1/FOS/EGR2/ASB2/IGF2/NR4A1/EOMES/MAFF,8
GO:0001525,angiogenesis,14/163,289/10799,1.1935585697746149e-4,0.00445449322130499,0.0034977981576461096,CCR2/PDGFRB/TNFRSF12A/CXCL8/NRP1/EGR3/HSPB1/ADM/FASLG/NR4A1/TSPAN18/APLN/PDGFA/VAV3,14
GO:1903305,regulation of regulated secretory pathway,7/163,74/10799,1.2083302726413831e-4,0.00445449322130499,0.0034977981576461096,CCR2/ITGAM/CD300A/IL13/KLRC2/ADORA2B/PFN2,7
GO:0009617,response to bacterium,16/163,365/10799,1.2529513828960843e-4,0.004542532313159781,0.00356692902349134,GNLY/FOS/C15orf48/STAP1/CXCL8/ADM/SPON2/FASLG/H2BC8/NR4A1/IL13/FCER1G/CD68/IRF8/AICDA/SRC,16
GO:0002237,response to molecule of bacterial origin,12/163,221/10799,1.2837286715163936e-4,0.004542532313159781,0.00356692902349134,FOS/STAP1/CXCL8/ADM/SPON2/FASLG/NR4A1/IL13/CD68/IRF8/AICDA/SRC,12
GO:0038084,vascular endothelial growth factor signaling pathway,4/163,18/10799,1.297802807204696e-4,0.004542532313159781,0.00356692902349134,PDGFRB/NRP1/HSPB1/PTP4A3,4
GO:0018108,peptidyl-tyrosine phosphorylation,10/163,157/10799,1.2988178901263305e-4,0.004542532313159781,0.00356692902349134,PDGFRB/CD300A/SH3BP5/NRP1/KIT/IGF2/IL13/IL21/PDGFA/SRC,10
GO:0043491,phosphatidylinositol 3-kinase/protein kinase B signal transduction,10/163,158/10799,1.368814348242218e-4,0.004726741192411101,0.0037115752147540483,PDGFRB/SMPD3/FAM110C/KIT/IGF2/AIM2/CAVIN3/PDGFA/SRC/PIK3AP1,10
GO:0001819,positive regulation of cytokine production,15/163,331/10799,1.4270689342987117e-4,0.004797193175318497,0.0037668961690743713,EGR1/CCR2/KIT/HSPB1/SPON2/HILPDA/IL13/FCER1G/AIM2/IRF8/RSAD2/ARRDC4/ADORA2B/IL21/SRC,15
GO:0002448,mast cell mediated immunity,5/163,34/10799,1.4388508080521843e-4,0.004797193175318497,0.0037668961690743713,CD300A/KIT/SPON2/IL13/ADORA2B,5
GO:0018212,peptidyl-tyrosine modification,10/163,159/10799,1.4419715556309264e-4,0.004797193175318497,0.0037668961690743713,PDGFRB/CD300A/SH3BP5/NRP1/KIT/IGF2/IL13/IL21/PDGFA/SRC,10
GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,9/163,130/10799,1.5097013961188848e-4,0.004904043002701978,0.003850797773768531,PDGFRB/FAM110C/KIT/IGF2/AIM2/CAVIN3/PDGFA/SRC/PIK3AP1,9
GO:0051046,regulation of secretion,15/163,333/10799,1.5248336900711224e-4,0.004904043002701978,0.003850797773768531,CCR2/ITGAM/CD300A/SOX4/PTPRN2/SMPD3/STC1/OTOF/GABBR1/IL13/KLRC2/RSAD2/ADORA2B/CPLX1/PFN2,15
GO:0014812,muscle cell migration,6/163,54/10799,1.5301214985727373e-4,0.004904043002701978,0.003850797773768531,PDGFRB/NRP1/PLAU/DOCK5/PDGFA/SRC,6
GO:0070848,response to growth factor,17/163,411/10799,1.5459959612623537e-4,0.004904043002701978,0.003850797773768531,EGR1/FOS/DUSP6/PDGFRB/CDKN2B/SMPD3/CXCL8/NRP1/EGR3/HSPB1/SPRY4/FASLG/NR4A1/SORT1/PTP4A3/APLN/SRC,17
GO:0001667,ameboidal-type cell migration,13/163,261/10799,1.596209924987157e-4,0.005005127213063177,0.003930172047609031,NRP1/EGR3/KIT/HSPB1/STC1/CENPV/NR4A1/CDH2/DOCK5/PDLIM1/PTP4A3/PFN2/SRC,13
GO:0050730,regulation of peptidyl-tyrosine phosphorylation,9/163,134/10799,1.9003098344275198e-4,0.005831611743984201,0.004579151836320362,CD300A/SH3BP5/NRP1/KIT/IGF2/IL13/IL21/PDGFA/SRC,9
GO:0030858,positive regulation of epithelial cell differentiation,5/163,36/10799,1.9025419545989512e-4,0.005831611743984201,0.004579151836320362,ZBED2/CDKN2B/ETV4/IL13/MACROH2A2,5
GO:0008544,epidermis development,10/163,167/10799,2.1552696508141217e-4,0.006532861786023249,0.005129793847259342,ZBED2/TGM5/ETV4/EMP1/MAFF/MACROH2A2/NAB2/JAG2/EDA2R/PDGFA,10
GO:0019221,cytokine-mediated signaling pathway,14/163,308/10799,2.31875866563206e-4,0.0069511798240046805,0.005458269386421333,EGR1/CCR2/STAP1/CCR1/CXCL8/KIT/CCR6/CD70/CCL3L1/ACKR2/FCER1G/AIM2/EDA2R/SRC,14
GO:0043408,regulation of MAPK cascade,16/163,387/10799,2.4457258265050697e-4,0.007227954726335561,0.0056756011221225765,DUSP2/DUSP6/PDGFRB/CCR1/CD300A/NRP1/KIT/IGF2/SPRY4/CCL3L1/BCAR3/CDH2/CAVIN3/EDA2R/PDGFA/SRC,16
GO:0044057,regulation of system process,12/163,237/10799,2.464075474887123e-4,0.007227954726335561,0.0056756011221225765,EGR2/KIT/PDE9A/STC1/ADM/NR4A1/MYL5/MYRF/TNNT3/DOCK5/ADORA2B/APLN,12
GO:0032940,secretion by cell,18/163,471/10799,2.62459892262732e-4,0.007616921128646095,0.005981028899828216,CCR2/CCR1/ITGAM/CD300A/SOX4/PTPRN2/SMPD3/KIT/OTOF/NR4A1/GABBR1/IL13/TSPAN18/KLRC2/RSAD2/ADORA2B/CPLX1/PFN2,18
GO:0048008,platelet-derived growth factor receptor signaling pathway,5/163,39/10799,2.801560007206971e-4,0.00804490073648486,0.006317090985779708,PDGFRB/SMPD3/NRP1/PDGFA/SRC,5
GO:0042119,neutrophil activation,4/163,22/10799,2.959706880974588e-4,0.008410500386769455,0.0066041705074378135,ITGAM/CD300A/CXCL8/FCER1G,4
GO:0090257,regulation of muscle system process,8/163,115/10799,3.416333203598105e-4,0.009607996885995495,0.0075444797279676,KIT/PDE9A/STC1/NR4A1/MYL5/TNNT3/DOCK5/ADORA2B,8
GO:0030335,positive regulation of cell migration,14/163,321/10799,3.5357205857402917e-4,0.009651922328413248,0.0075789712680664305,CCR2/PDGFRB/CCR1/CXCL8/FAM110C/NRP1/KIT/CCR6/HSPB1/DAPK2/PLAU/DOCK5/PDGFA/SRC,14
GO:0036336,dendritic cell migration,4/163,23/10799,3.5409145721680674e-4,0.009651922328413248,0.0075789712680664305,CCR2/CCR1/ASB2/CCR6,4
GO:0045682,regulation of epidermis development,5/163,41/10799,3.5589389988793514e-4,0.009651922328413248,0.0075789712680664305,ZBED2/ETV4/MAFF/MACROH2A2/NAB2,5
GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,7/163,88/10799,3.573475642117808e-4,0.009651922328413248,0.0075789712680664305,PDGFRB/FAM110C/KIT/IGF2/PDGFA/SRC/PIK3AP1,7
GO:0042492,gamma-delta T cell differentiation,3/163,10/10799,3.747737902623542e-4,0.009974767675742471,0.007832478862531229,SOX4/EGR3/JAG2,3
GO:0070663,regulation of leukocyte proliferation,10/163,179/10799,3.7661329567502736e-4,0.009974767675742471,0.007832478862531229,CCR2/CD300A/KIT/IGF2/CD70/IL13/TNFSF9/DLG5/IL21/VAV3,10
GO:0043065,positive regulation of apoptotic process,15/163,363/10799,3.863973770112305e-4,0.010135500427756123,0.007958690913136175,PHLDA1/CDK5R1/MAL/DUSP6/TNFRSF12A/SOX4/PHLDA2/ADM/FASLG/NR4A1/DAPK2/CDKN2A/G0S2/IRF8/SRC,15
GO:0014911,positive regulation of smooth muscle cell migration,4/163,24/10799,4.199441332191394e-4,0.010910548527826783,0.008567281314295227,PDGFRB/NRP1/DOCK5/SRC,4
GO:0001906,cell killing,8/163,119/10799,4.3051870694905134e-4,0.011079764458085018,0.008700154604183908,GNLY/STAP1/ITGAM/KLRD1/GZMB/IL13/KLRC2/IL21,8
GO:1903317,regulation of protein maturation,5/163,43/10799,4.461767495392564e-4,0.011280736540788998,0.008857963752317337,SOX4/PLAUR/PLAU/F12/SRC,5
GO:0043410,positive regulation of MAPK cascade,12/163,253/10799,4.465980741954589e-4,0.011280736540788998,0.008857963752317337,PDGFRB/CCR1/NRP1/KIT/IGF2/CCL3L1/BCAR3/CDH2/CAVIN3/EDA2R/PDGFA/SRC,12
GO:0070665,positive regulation of leukocyte proliferation,8/163,120/10799,4.5544744771227913e-4,0.011398721443661445,0.008950608943452322,CCR2/KIT/IGF2/CD70/IL13/TNFSF9/IL21/VAV3,8
GO:0051249,regulation of lymphocyte activation,15/163,370/10799,4.723826494748753e-4,0.011715089706976907,0.009199030542405465,CCR2/CD300A/SOX4/KLRD1/EGR3/IGF2/CD70/ZNF683/IL13/TNFSF9/KLRC2/DLG5/IL21/VAV3/SRC,15
GO:0009887,animal organ morphogenesis,18/163,496/10799,4.886778276250429e-4,0.012010028051901956,0.009430624743641178,ASB2/SOX4/PHLDA2/SMPD3/NRP1/IGF2/STC1/ADM/FASLG/BCAR3/CDH2/SLIT1/DLG5/NAB2/JAG2/PDGFA/WNT9A/SRC,18
GO:2000147,positive regulation of cell motility,14/163,332/10799,4.958670046844877e-4,0.012077903471243594,0.009483922505008763,CCR2/PDGFRB/CCR1/CXCL8/FAM110C/NRP1/KIT/CCR6/HSPB1/DAPK2/PLAU/DOCK5/PDGFA/SRC,14
GO:0010755,regulation of plasminogen activation,3/163,11/10799,5.09613470254041e-4,0.012194960937307228,0.009575839445678426,PLAUR/PLAU/F12,3
GO:0035791,platelet-derived growth factor receptor-beta signaling pathway,3/163,11/10799,5.09613470254041e-4,0.012194960937307228,0.009575839445678426,PDGFRB/PDGFA/SRC,3
