ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0050865,regulation of cell activation,57/591,445/10799,1.2279167233765185e-9,4.459570281717447e-7,3.612072734602314e-7,HLA-DPA1/CD74/FN1/LAG3/IL7R/CCR2/ID2/HLA-DRB1/HLA-DPB1/HLA-DRA/IGF1/CCR7/HLA-DQB1/TNFSF8/HLA-DMB/VSIR/ZFP36L2/PLSCR1/AHR/GRN/TNFSF13B/CD40LG/TCF7/ANXA1/IL23A/DUSP3/HES1/TSPAN32/CD33/HLA-DQA1/HHLA2/LST1/LYN/IGFBP2/HLA-DMA/VAV3/TOX/CRTAM/IFNL1/DLG5/TNFSF9/CD200/FCGR3A/FGL2/CD274/ZBTB16/IL21/IL5/XCL1/HFE/TICAM2/PLEK/SNCA/RIPK2/PDGFA/MMRN1/ERBB2,57
GO:0001819,positive regulation of cytokine production,47/591,331/10799,1.343857387447791e-9,4.473925219044938e-7,3.623699657030272e-7,HLA-DPA1/CD74/CCR2/CLU/LTB/HLA-DPB1/ARID5A/CCR7/EIF2AK2/OAS3/CYP1B1/RSAD2/OAS1/LTA/P2RX7/CD40LG/ANXA1/IL23A/IL12RB2/HHLA2/IRF8/LY9/C3AR1/NFATC4/CRTAM/SPON2/IFNL1/AFAP1L2/IRF7/CD200/IRAK3/FCGR3A/IL1R1/PLCG2/CD274/EGR1/TNFRSF8/IRF5/NLRP2/IL21/HMHB1/POU2AF1/POLR3G/XCL1/UCN/TICAM2/RIPK2,47
GO:0002694,regulation of leukocyte activation,54/591,418/10799,2.537677395996333e-9,7.79847784385027e-7,6.316453696593303e-7,HLA-DPA1/CD74/FN1/LAG3/IL7R/CCR2/ID2/HLA-DRB1/HLA-DPB1/HLA-DRA/IGF1/CCR7/HLA-DQB1/TNFSF8/HLA-DMB/VSIR/ZFP36L2/PLSCR1/AHR/GRN/TNFSF13B/CD40LG/TCF7/ANXA1/IL23A/DUSP3/HES1/TSPAN32/CD33/HLA-DQA1/HHLA2/LST1/LYN/IGFBP2/HLA-DMA/VAV3/TOX/CRTAM/IFNL1/DLG5/TNFSF9/CD200/FCGR3A/FGL2/CD274/ZBTB16/IL21/IL5/XCL1/HFE/TICAM2/SNCA/RIPK2/ERBB2,54
GO:0002399,MHC class II protein complex assembly,8/591,10/10799,3.137411201617999e-9,8.355971833642603e-7,6.768001427209635e-7,HLA-DPA1/HLA-DRB1/HLA-DPB1/HLA-DRA/HLA-DQB1/HLA-DMB/HLA-DQA1/HLA-DMA,8
GO:0002503,peptide antigen assembly with MHC class II protein complex,8/591,10/10799,3.137411201617999e-9,8.355971833642603e-7,6.768001427209635e-7,HLA-DPA1/HLA-DRB1/HLA-DPB1/HLA-DRA/HLA-DQB1/HLA-DMB/HLA-DQA1/HLA-DMA,8
GO:0070661,leukocyte proliferation,37/591,232/10799,3.4068517835341785e-9,8.506483047011902e-7,6.889909462226359e-7,BST2/HLA-DPA1/CD74/IL7R/CCR2/CLU/HLA-DRB1/HLA-DPB1/IGF1/TNFSF8/HLA-DMB/VSIR/AHR/TNFSF13B/P2RX7/CD40LG/ANXA1/IL23A/HES1/TSPAN32/HHLA2/LST1/LYN/IGFBP2/VAV3/CRTAM/DLG5/TNFSF9/FCGR3A/CD274/IL21/CD79A/IL5/XCL1/RIPK2/CSF2RB/ERBB2,37
GO:0019886,antigen processing and presentation of exogenous peptide antigen via MHC class II,11/591,22/10799,4.888428599469646e-9,1.148780720875367e-6,9.304662238247489e-7,HLA-DPA1/CD74/HLA-DRB1/HLA-DPB1/HLA-DRA/HLA-DQB1/HLA-DMB/IFI30/HLA-DQA1/HLA-DMA/CTSL,11
GO:0046651,lymphocyte proliferation,34/591,208/10799,7.857056609699087e-9,1.743830064208214e-6,1.4124322817669588e-6,HLA-DPA1/CD74/IL7R/CCR2/HLA-DRB1/HLA-DPB1/IGF1/TNFSF8/HLA-DMB/VSIR/AHR/TNFSF13B/P2RX7/CD40LG/ANXA1/IL23A/HES1/TSPAN32/HHLA2/LST1/LYN/IGFBP2/VAV3/CRTAM/DLG5/TNFSF9/FCGR3A/CD274/IL21/CD79A/IL5/XCL1/RIPK2/ERBB2,34
GO:0019221,cytokine-mediated signaling pathway,43/591,308/10799,1.1652017946913034e-8,2.449990089364083e-6,1.9843935273579315e-6,CD74/IL7R/CCR2/MX1/CCR7/OAS3/PARP9/GREM2/CCR1/OAS1/TNFSF13B/TNFRSF11A/MT3/IL12RB2/OASL/IFI27/CCL4/LYN/CCL20/CXCL8/TBKBP1/GPR35/IFNL1/IRF7/USP18/CXCR6/IRAK3/IL1R1/IL1RN/LEPR/PELI3/EGR1/IRF5/CCL22/EDA2R/CX3CR1/IL5/XCL1/CCL17/TICAM2/RIPK2/CSF2RB/IL1R2,43
GO:0042110,T cell activation,53/591,425/10799,1.2402722722719508e-8,2.4774438638632216e-6,2.0066299815599877e-6,HLA-DPA1/CD74/LAG3/IL7R/TRBC1/CCR2/HLA-DRB1/HLA-DPB1/HLA-DRA/IGF1/CCR7/HLA-DQB1/TRAC/EIF2AK4/TNFSF8/HLA-DMB/VSIR/RSAD2/ZFP36L2/TMEM98/TNFSF13B/P2RX7/CD40LG/TCF7/ANXA1/IL23A/DUSP3/HES1/TSPAN32/HLA-DQA1/HHLA2/LYN/IGFBP2/LY9/HLA-DMA/TOX/CRTAM/IFNL1/DLG5/TNFSF9/FGL2/CD274/CTSL/LEPR/EGR1/ZBTB16/IL21/XCL1/ICAM1/HFE/RORC/RIPK2/ERBB2,53
GO:0070372,regulation of ERK1 and ERK2 cascade,28/591,153/10799,1.3558891519639583e-8,2.579417696236197e-6,2.0892246882893274e-6,CD74/FN1/HLA-DRB1/IGF1/GBP1/CCR7/CCR1/PDGFRB/TNFRSF11A/DUSP3/MT3/NDRG2/CCL4/LYN/CCL20/SPRY1/GCNT2/CCL22/EPHA4/CAVIN3/XCL1/SPRED2/ICAM1/CCL17/RIPK2/PDGFA/ERBB2/EPHB1,28
GO:0032943,mononuclear cell proliferation,34/591,213/10799,1.4594790551177048e-8,2.6502812841796503e-6,2.146621347096567e-6,HLA-DPA1/CD74/IL7R/CCR2/HLA-DRB1/HLA-DPB1/IGF1/TNFSF8/HLA-DMB/VSIR/AHR/TNFSF13B/P2RX7/CD40LG/ANXA1/IL23A/HES1/TSPAN32/HHLA2/LST1/LYN/IGFBP2/VAV3/CRTAM/DLG5/TNFSF9/FCGR3A/CD274/IL21/CD79A/IL5/XCL1/RIPK2/ERBB2,34
GO:0002495,antigen processing and presentation of peptide antigen via MHC class II,11/591,24/10799,1.564000818434955e-8,2.7166014215859324e-6,2.200337993532747e-6,HLA-DPA1/CD74/HLA-DRB1/HLA-DPB1/HLA-DRA/HLA-DQB1/HLA-DMB/IFI30/HLA-DQA1/HLA-DMA/CTSL,11
GO:0051249,regulation of lymphocyte activation,48/591,370/10799,1.7885745396418676e-8,2.8834538600556686e-6,2.335481764260886e-6,HLA-DPA1/CD74/LAG3/IL7R/CCR2/ID2/HLA-DRB1/HLA-DPB1/HLA-DRA/IGF1/CCR7/HLA-DQB1/TNFSF8/HLA-DMB/VSIR/ZFP36L2/AHR/TNFSF13B/CD40LG/TCF7/ANXA1/IL23A/DUSP3/HES1/TSPAN32/HLA-DQA1/HHLA2/LST1/LYN/IGFBP2/HLA-DMA/VAV3/TOX/CRTAM/IFNL1/DLG5/TNFSF9/FCGR3A/FGL2/CD274/ZBTB16/IL21/IL5/XCL1/HFE/TICAM2/RIPK2/ERBB2,48
GO:0050863,regulation of T cell activation,40/591,279/10799,1.804414180260118e-8,2.8834538600556686e-6,2.335481764260886e-6,HLA-DPA1/CD74/LAG3/IL7R/CCR2/HLA-DRB1/HLA-DPB1/HLA-DRA/IGF1/CCR7/HLA-DQB1/TNFSF8/HLA-DMB/VSIR/TNFSF13B/CD40LG/TCF7/ANXA1/IL23A/DUSP3/HES1/TSPAN32/HLA-DQA1/HHLA2/LYN/IGFBP2/HLA-DMA/TOX/CRTAM/IFNL1/DLG5/TNFSF9/FGL2/CD274/ZBTB16/IL21/XCL1/HFE/RIPK2/ERBB2,40
GO:0009615,response to virus,45/591,337/10799,2.110757205837171e-8,3.2432596297382683e-6,2.6269099800580823e-6,IFI44L/BST2/CLU/IFI44/GBP1/MX1/EIF2AK2/OAS3/PARP9/EIF2AK4/DDX60/RSAD2/NPC2/PLSCR1/OAS1/IFIT3/MX2/DDIT4/IL23A/IFIT5/TSPAN32/APOBEC3B/OASL/IFI27/CCL4/IFIT1/TBKBP1/BATF3/SPON2/IFNL1/IRF7/USP18/IRAK3/FGL2/AICDA/RNASE6/GSDME/IRF5/CCL22/IL21/POU2AF1/POLR3G/XCL1/MLKL/TRIM7,45
GO:0002548,monocyte chemotaxis,12/591,30/10799,2.2533992125174035e-8,3.334196242224825e-6,2.7005649821748533e-6,CCR2/CCR1/PTPRO/ANXA1/TNFRSF11A/CCL4/LYN/CCL20/CCL22/CX3CR1/XCL1/CCL17,12
GO:0007159,leukocyte cell-cell adhesion,41/591,293/10799,2.4141824477825962e-8,3.4224812774813608e-6,2.77207231328047e-6,HLA-DPA1/CD74/LAG3/IL7R/CCR2/HLA-DRB1/HLA-DPB1/HLA-DRA/IGF1/CCR7/HLA-DQB1/HLA-DMB/VSIR/TNFSF13B/CD40LG/ANXA1/IL23A/DUSP3/HES1/TSPAN32/HLA-DQA1/HHLA2/LYN/IGFBP2/HLA-DMA/CRTAM/IFNL1/DLG5/TNFSF9/FGL2/CD274/ZBTB16/CERCAM/IL21/CX3CR1/XCL1/ICAM1/HFE/RIPK2/ALOX5/ERBB2,41
GO:0070665,positive regulation of leukocyte proliferation,24/591,120/10799,2.5030416136242666e-8,3.4224812774813608e-6,2.77207231328047e-6,BST2/HLA-DPA1/CD74/CCR2/HLA-DPB1/IGF1/HLA-DMB/TNFSF13B/CD40LG/ANXA1/IL23A/HES1/HHLA2/LYN/IGFBP2/VAV3/TNFSF9/FCGR3A/CD274/IL21/IL5/XCL1/RIPK2/CSF2RB,24
GO:0050778,positive regulation of immune response,58/591,496/10799,2.6205130687721648e-8,3.4224812774813608e-6,2.77207231328047e-6,HLA-DPA1/CD74/LAG3/TRBC1/CCR2/CLU/HLA-DRB1/HLA-DPB1/HLA-DRA/GBP1/ARID5A/CCR7/EIF2AK2/OAS3/HLA-DQB1/PARP9/TRAC/EIF2AK4/DDX60/HLA-DMB/RSAD2/PLSCR1/OAS1/ALPK1/LTA/TNFSF13B/P2RX7/NCR3/LAT2/ANXA1/IL23A/DUSP3/C4BPB/OASL/HLA-DQA1/HHLA2/PVR/LYN/HLA-DMA/VAV3/C3AR1/CRTAM/IFNL1/IRF7/IRAK3/IL1R1/PLCG2/CD274/GSDME/IL21/CD79A/POLR3G/XCL1/PRKCE/HFE/TICAM2/RIPK2/ERMAP,58
GO:0002504,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,11/591,25/10799,2.655742668383534e-8,3.4224812774813608e-6,2.77207231328047e-6,HLA-DPA1/CD74/HLA-DRB1/HLA-DPB1/HLA-DRA/HLA-DQB1/HLA-DMB/IFI30/HLA-DQA1/HLA-DMA/CTSL,11
GO:0032609,type II interferon production,19/591,79/10799,3.21187974215094e-8,3.7739586970273543e-6,3.0567549001151672e-6,HLA-DPA1/CCR2/HLA-DRB1/HLA-DPB1/ARID5A/CCR7/VSIR/LTA/IL23A/IL12RB2/IRF8/CRTAM/IFNL1/IL1R1/CD274/IL21/HMHB1/XCL1/RIPK2,19
GO:0032649,regulation of type II interferon production,19/591,79/10799,3.21187974215094e-8,3.7739586970273543e-6,3.0567549001151672e-6,HLA-DPA1/CCR2/HLA-DRB1/HLA-DPB1/ARID5A/CCR7/VSIR/LTA/IL23A/IL12RB2/IRF8/CRTAM/IFNL1/IL1R1/CD274/IL21/HMHB1/XCL1/RIPK2,19
GO:0070555,response to interleukin-1,19/591,79/10799,3.21187974215094e-8,3.7739586970273543e-6,3.0567549001151672e-6,KLF2/GBP1/ANXA1/TNFRSF11A/HES1/CCL4/CCL20/CXCL8/IRAK3/IL1R1/IL1RN/EGR1/CCL22/PTGIS/XCL1/CCL17/SNCA/RIPK2/IL1R2,19
GO:1903131,mononuclear cell differentiation,46/591,354/10799,3.414953416916521e-8,3.897925400166143e-6,3.1571629484515455e-6,CD74/LAG3/IL7R/CCR2/ID2/HLA-DRB1/HLA-DRA/CCR7/TNFSF8/MYC/VSIR/RSAD2/ZFP36L2/TMEM98/TNFSF13B/CD40LG/TCF7/ANXA1/IL23A/BATF2/IRF8/LYN/LY9/TOX/BATF3/CRTAM/IFNL1/IRF7/TNFSF9/FGL2/AICDA/PLCG2/CTSL/LEPR/EGR1/ZBTB16/IL21/CD79A/PIR/POU2AF1/DLL1/RORC/UBD/RIPK2/PAX5/ERBB2,46
GO:0045785,positive regulation of cell adhesion,43/591,321/10799,4.006020681278677e-8,4.445570172696755e-6,3.600733208845221e-6,HLA-DPA1/CD74/FN1/IL7R/CCR2/HLA-DRB1/HLA-DPB1/HLA-DRA/IGF1/AFDN/CCR7/HLA-DQB1/HLA-DMB/VSIR/EGFL6/TNFSF13B/CD40LG/ITGA2/ANXA1/ITGA6/IL23A/HES1/HLA-DQA1/HHLA2/LYN/IGFBP2/HLA-DMA/VAV3/GCNT2/TNFSF9/CD274/ZBTB16/ITGAV/IL21/EPHA4/XCL1/ADGRG1/PRKCE/TPM1/RIPK2/ALOX5/MMRN1/ERBB2,43
GO:0048514,blood vessel morphogenesis,44/591,333/10799,4.179308197137359e-8,4.512523310152365e-6,3.654962559886271e-6,KLF2/FN1/CCR2/GPR15/S1PR1/WARS1/CYP1B1/TSPAN18/PDGFRB/NOG/PIK3CB/GRN/ANXA1/E2F2/HES1/APLN/SMAD1/VAV3/RAMP1/HPGD/C3AR1/CXCL8/NFATC4/COL27A1/MYO1E/ADM/TBXA2R/ENPEP/LEPR/CLDN5/ITGAV/MCAM/CX3CR1/PTGIS/DLL1/ADAMTS1/KLF5/AMOTL1/ADGRG1/ESM1/ALOX5/PDGFA/ERBB2/EPHB1,44
GO:0001525,angiogenesis,40/591,289/10799,4.890046410909452e-8,5.1409830030482265e-6,4.163989658486331e-6,KLF2/FN1/CCR2/GPR15/S1PR1/WARS1/CYP1B1/TSPAN18/PDGFRB/PIK3CB/GRN/ANXA1/E2F2/APLN/SMAD1/VAV3/RAMP1/C3AR1/CXCL8/NFATC4/COL27A1/ADM/TBXA2R/ENPEP/LEPR/CLDN5/ITGAV/MCAM/CX3CR1/PTGIS/DLL1/ADAMTS1/KLF5/AMOTL1/ADGRG1/ESM1/ALOX5/PDGFA/ERBB2/EPHB1,40
GO:1903037,regulation of leukocyte cell-cell adhesion,38/591,268/10799,5.585524392023145e-8,5.721582037469862e-6,4.634251546849973e-6,HLA-DPA1/CD74/LAG3/IL7R/CCR2/HLA-DRB1/HLA-DPB1/HLA-DRA/IGF1/CCR7/HLA-DQB1/HLA-DMB/VSIR/TNFSF13B/CD40LG/ANXA1/IL23A/DUSP3/HES1/TSPAN32/HLA-DQA1/HHLA2/LYN/IGFBP2/HLA-DMA/CRTAM/IFNL1/DLG5/TNFSF9/FGL2/CD274/ZBTB16/IL21/XCL1/HFE/RIPK2/ALOX5/ERBB2,38
GO:0022407,regulation of cell-cell adhesion,43/591,326/10799,6.300777781760287e-8,6.2929018095330866e-6,5.0969976055608215e-6,HLA-DPA1/CD74/LAG3/IL7R/CCR2/HLA-DRB1/HLA-DPB1/HLA-DRA/IGF1/AFDN/CCR7/HLA-DQB1/HLA-DMB/VSIR/TNFSF13B/CD40LG/ANXA1/IL23A/DUSP3/HES1/TSPAN32/HLA-DQA1/HHLA2/LYN/IGFBP2/HLA-DMA/GCNT2/CRTAM/IFNL1/DLG5/TNFSF9/CDH1/IL1RN/FGL2/CD274/ZBTB16/IL21/XCL1/HFE/RIPK2/ALOX5/MMRN1/ERBB2,43
GO:0030595,leukocyte chemotaxis,24/591,127/10799,7.858119360654423e-8,7.493552430699749e-6,6.0694763643952394e-6,CD74/CCR2/CCR7/S1PR1/CAMK1D/CCR1/PTPRO/MTUS1/ANXA1/TNFRSF11A/IL23A/CCL4/LYN/VAV3/CCL20/C3AR1/CXCL8/ITGA1/CCL22/CX3CR1/XCL1/HSD3B7/CCL17/ALOX5,24
GO:0035239,tube morphogenesis,55/591,474/10799,8.017114431528752e-8,7.493552430699749e-6,6.0694763643952394e-6,KLF2/FN1/CCR2/ID2/GPR15/S1PR1/WARS1/CYP1B1/MYC/TSPAN18/PDGFRB/NOG/PIK3CB/GRN/ANXA1/E2F2/MED12/HES1/APLN/SMAD1/VAV3/RAMP1/SPRY1/HPGD/C3AR1/CXCL8/NFATC4/COL27A1/MYO1E/DLG5/ESRP2/PLXNB2/ADM/STK3/TBXA2R/ENPEP/LEPR/CLDN5/ITGAV/MCAM/EPHA4/CX3CR1/PTGIS/DLL1/ADAMTS1/KLF5/GLI1/AMOTL1/ADGRG1/ESM1/ALOX5/IRX3/PDGFA/ERBB2/EPHB1,55
GO:0006935,chemotaxis,35/591,239/10799,8.394225133930231e-8,7.493552430699749e-6,6.0694763643952394e-6,CD74/RAB13/CCR2/CCR7/PLXNA4/S1PR1/CAMK1D/CCR1/PDGFRB/PIK3CB/ITGA2/PTPRO/MTUS1/ANXA1/TNFRSF11A/IL23A/DUSP3/PLAU/CCL4/LYN/VAV3/CCL20/C3AR1/CXCL8/CXCR6/ITGA1/ITGAV/CCL22/CX3CR1/XCL1/HSD3B7/CCL17/ALOX5/PDGFA/EPHB1,35
GO:0042330,taxis,35/591,239/10799,8.394225133930231e-8,7.493552430699749e-6,6.0694763643952394e-6,CD74/RAB13/CCR2/CCR7/PLXNA4/S1PR1/CAMK1D/CCR1/PDGFRB/PIK3CB/ITGA2/PTPRO/MTUS1/ANXA1/TNFRSF11A/IL23A/DUSP3/PLAU/CCL4/LYN/VAV3/CCL20/C3AR1/CXCL8/CXCR6/ITGA1/ITGAV/CCL22/CX3CR1/XCL1/HSD3B7/CCL17/ALOX5/PDGFA/EPHB1,35
GO:0060326,cell chemotaxis,28/591,166/10799,8.440797481388955e-8,7.493552430699749e-6,6.0694763643952394e-6,CD74/RAB13/CCR2/CCR7/S1PR1/CAMK1D/CCR1/PDGFRB/PTPRO/MTUS1/ANXA1/TNFRSF11A/IL23A/CCL4/LYN/VAV3/CCL20/C3AR1/CXCL8/CXCR6/ITGA1/CCL22/CX3CR1/XCL1/HSD3B7/CCL17/ALOX5/EPHB1,28
GO:0042129,regulation of T cell proliferation,24/591,128/10799,9.183873390084446e-8,7.975994389866817e-6,6.460234965931255e-6,HLA-DPA1/CCR2/HLA-DRB1/HLA-DPB1/IGF1/TNFSF8/HLA-DMB/VSIR/TNFSF13B/CD40LG/ANXA1/IL23A/HES1/TSPAN32/HHLA2/IGFBP2/CRTAM/DLG5/TNFSF9/CD274/IL21/XCL1/RIPK2/ERBB2,24
GO:0070098,chemokine-mediated signaling pathway,13/591,40/10799,1.060516478239062e-7,8.735317561153953e-6,7.0752562236973215e-6,CCR2/CCR7/CCR1/CCL4/LYN/CCL20/CXCL8/GPR35/CXCR6/CCL22/CX3CR1/XCL1/CCL17,13
GO:0051336,regulation of hydrolase activity,55/591,478/10799,1.0649694925745621e-7,8.735317561153953e-6,7.0752562236973215e-6,RASGRP2/S1PR4/SCARB2/SERPINH1/CCR7/TIMP1/EGLN3/OAS3/SORT1/PLXNA4/MYC/VSIR/EVI5/OAS1/PDGFRB/SPINK2/CORO1C/GRN/RASGEF1A/ANXA1/ITGA6/NMUR1/SNX9/OASL/CD33/CCL4/LYN/VAV3/CCL20/USP6NL/RAP1GAP2/SFN/CD200/PLXNB2/ITGA1/AGAP1/CTSL/DOCK7/CCL22/NLRP2/EPHA4/AGRN/XCL1/TBC1D2/CCL17/PLEK/SNCA/RASGRP3/RIPK2/TNFSF15/UACA/ERBB2/RALGPS1/SERPINI1/RGL1,55
GO:0050866,negative regulation of cell activation,24/591,129/10799,1.0714156708298967e-7,8.735317561153953e-6,7.0752562236973215e-6,CD74/FN1/LAG3/CCR2/ID2/HLA-DRB1/VSIR/GRN/ANXA1/DUSP3/TSPAN32/CD33/LST1/LYN/CRTAM/IFNL1/DLG5/CD200/FGL2/CD274/XCL1/HFE/PDGFA/ERBB2,24
GO:0002695,negative regulation of leukocyte activation,23/591,120/10799,1.1185863034993803e-7,8.937504564960049e-6,7.239019572541253e-6,CD74/FN1/LAG3/CCR2/ID2/HLA-DRB1/VSIR/GRN/ANXA1/DUSP3/TSPAN32/CD33/LST1/LYN/CRTAM/IFNL1/DLG5/CD200/FGL2/CD274/XCL1/HFE/ERBB2,23
GO:0001568,blood vessel development,47/591,384/10799,1.526834233953721e-7,1.1960201499304147e-5,9.687282631937542e-6,KLF2/FN1/CCR2/GPR15/S1PR1/WARS1/CYP1B1/TSPAN18/PDGFRB/NOG/PIK3CB/AHR/GRN/ANXA1/E2F2/HES1/APLN/SMAD1/VAV3/RAMP1/HPGD/C3AR1/CXCL8/NFATC4/COL27A1/MYO1E/ADM/TBXA2R/ENPEP/LEPR/EGR1/CLDN5/ITGAV/MCAM/CX3CR1/PTGIS/DLL1/ADAMTS1/KLF5/EGR2/AMOTL1/ADGRG1/ESM1/ALOX5/PDGFA/ERBB2/EPHB1,47
